Clause,WeightType,Modulus,Residue
1668,Sequential,1009,0
1668,Sequential,100003,0
1668,Sequential,1000003,0
1668,Polynomial,1009,0
1668,Polynomial,100003,0
1668,Polynomial,1000003,0
1668,Exponential,1009,0
1668,Exponential,100003,0
1668,Exponential,1000003,0
1668,Hash_SHA256(i),1009,0
1668,Hash_SHA256(i),100003,0
1668,Hash_SHA256(i),1000003,0
1669,Sequential,1009,0
1669,Sequential,100003,0
1669,Sequential,1000003,0
1669,Polynomial,1009,0
1669,Polynomial,100003,0
1669,Polynomial,1000003,0
1669,Exponential,1009,0
1669,Exponential,100003,0
1669,Exponential,1000003,0
1669,Hash_SHA256(i),1009,0
1669,Hash_SHA256(i),100003,0
1669,Hash_SHA256(i),1000003,0
1670,Sequential,1009,0
1670,Sequential,100003,0
1670,Sequential,1000003,0
1670,Polynomial,1009,0
1670,Polynomial,100003,0
1670,Polynomial,1000003,0
1670,Exponential,1009,0
1670,Exponential,100003,0
1670,Exponential,1000003,0
1670,Hash_SHA256(i),1009,0
1670,Hash_SHA256(i),100003,0
1670,Hash_SHA256(i),1000003,0
1671,Sequential,1009,0
1671,Sequential,100003,0
1671,Sequential,1000003,0
1671,Polynomial,1009,0
1671,Polynomial,100003,0
1671,Polynomial,1000003,0
1671,Exponential,1009,0
1671,Exponential,100003,0
1671,Exponential,1000003,0
1671,Hash_SHA256(i),1009,0
1671,Hash_SHA256(i),100003,0
1671,Hash_SHA256(i),1000003,0
1672,Sequential,1009,0
1672,Sequential,100003,0
1672,Sequential,1000003,0
1672,Polynomial,1009,0
1672,Polynomial,100003,0
1672,Polynomial,1000003,0
1672,Exponential,1009,0
1672,Exponential,100003,0
1672,Exponential,1000003,0
1672,Hash_SHA256(i),1009,0
1672,Hash_SHA256(i),100003,0
1672,Hash_SHA256(i),1000003,0
1673,Sequential,1009,0
1673,Sequential,100003,0
1673,Sequential,1000003,0
1673,Polynomial,1009,0
1673,Polynomial,100003,0
1673,Polynomial,1000003,0
1673,Exponential,1009,0
1673,Exponential,100003,0
1673,Exponential,1000003,0
1673,Hash_SHA256(i),1009,0
1673,Hash_SHA256(i),100003,0
1673,Hash_SHA256(i),1000003,0
1674,Sequential,1009,0
1674,Sequential,100003,0
1674,Sequential,1000003,0
1674,Polynomial,1009,0
1674,Polynomial,100003,0
1674,Polynomial,1000003,0
1674,Exponential,1009,0
1674,Exponential,100003,0
1674,Exponential,1000003,0
1674,Hash_SHA256(i),1009,0
1674,Hash_SHA256(i),100003,0
1674,Hash_SHA256(i),1000003,0
1675,Sequential,1009,0
1675,Sequential,100003,0
1675,Sequential,1000003,0
1675,Polynomial,1009,0
1675,Polynomial,100003,0
1675,Polynomial,1000003,0
1675,Exponential,1009,0
1675,Exponential,100003,0
1675,Exponential,1000003,0
1675,Hash_SHA256(i),1009,0
1675,Hash_SHA256(i),100003,0
1675,Hash_SHA256(i),1000003,0
1676,Sequential,1009,0
1676,Sequential,100003,0
1676,Sequential,1000003,0
1676,Polynomial,1009,0
1676,Polynomial,100003,0
1676,Polynomial,1000003,0
1676,Exponential,1009,0
1676,Exponential,100003,0
1676,Exponential,1000003,0
1676,Hash_SHA256(i),1009,0
1676,Hash_SHA256(i),100003,0
1676,Hash_SHA256(i),1000003,0
1677,Sequential,1009,0
1677,Sequential,100003,0
1677,Sequential,1000003,0
1677,Polynomial,1009,0
1677,Polynomial,100003,0
1677,Polynomial,1000003,0
1677,Exponential,1009,0
1677,Exponential,100003,0
1677,Exponential,1000003,0
1677,Hash_SHA256(i),1009,0
1677,Hash_SHA256(i),100003,0
1677,Hash_SHA256(i),1000003,0
1678,Sequential,1009,0
1678,Sequential,100003,0
1678,Sequential,1000003,0
1678,Polynomial,1009,0
1678,Polynomial,100003,0
1678,Polynomial,1000003,0
1678,Exponential,1009,0
1678,Exponential,100003,0
1678,Exponential,1000003,0
1678,Hash_SHA256(i),1009,0
1678,Hash_SHA256(i),100003,0
1678,Hash_SHA256(i),1000003,0
1679,Sequential,1009,0
1679,Sequential,100003,0
1679,Sequential,1000003,0
1679,Polynomial,1009,0
1679,Polynomial,100003,0
1679,Polynomial,1000003,0
1679,Exponential,1009,0
1679,Exponential,100003,0
1679,Exponential,1000003,0
1679,Hash_SHA256(i),1009,0
1679,Hash_SHA256(i),100003,0
1679,Hash_SHA256(i),1000003,0
1680,Sequential,1009,0
1680,Sequential,100003,0
1680,Sequential,1000003,0
1680,Polynomial,1009,0
1680,Polynomial,100003,0
1680,Polynomial,1000003,0
1680,Exponential,1009,0
1680,Exponential,100003,0
1680,Exponential,1000003,0
1680,Hash_SHA256(i),1009,0
1680,Hash_SHA256(i),100003,0
1680,Hash_SHA256(i),1000003,0
1681,Sequential,1009,0
1681,Sequential,100003,0
1681,Sequential,1000003,0
1681,Polynomial,1009,0
1681,Polynomial,100003,0
1681,Polynomial,1000003,0
1681,Exponential,1009,0
1681,Exponential,100003,0
1681,Exponential,1000003,0
1681,Hash_SHA256(i),1009,0
1681,Hash_SHA256(i),100003,0
1681,Hash_SHA256(i),1000003,0
1682,Sequential,1009,0
1682,Sequential,100003,0
1682,Sequential,1000003,0
1682,Polynomial,1009,0
1682,Polynomial,100003,0
1682,Polynomial,1000003,0
1682,Exponential,1009,0
1682,Exponential,100003,0
1682,Exponential,1000003,0
1682,Hash_SHA256(i),1009,0
1682,Hash_SHA256(i),100003,0
1682,Hash_SHA256(i),1000003,0
1683,Sequential,1009,0
1683,Sequential,100003,0
1683,Sequential,1000003,0
1683,Polynomial,1009,0
1683,Polynomial,100003,0
1683,Polynomial,1000003,0
1683,Exponential,1009,0
1683,Exponential,100003,0
1683,Exponential,1000003,0
1683,Hash_SHA256(i),1009,0
1683,Hash_SHA256(i),100003,0
1683,Hash_SHA256(i),1000003,0
1684,Sequential,1009,0
1684,Sequential,100003,0
1684,Sequential,1000003,0
1684,Polynomial,1009,0
1684,Polynomial,100003,0
1684,Polynomial,1000003,0
1684,Exponential,1009,0
1684,Exponential,100003,0
1684,Exponential,1000003,0
1684,Hash_SHA256(i),1009,0
1684,Hash_SHA256(i),100003,0
1684,Hash_SHA256(i),1000003,0
1685,Sequential,1009,0
1685,Sequential,100003,0
1685,Sequential,1000003,0
1685,Polynomial,1009,0
1685,Polynomial,100003,0
1685,Polynomial,1000003,0
1685,Exponential,1009,0
1685,Exponential,100003,0
1685,Exponential,1000003,0
1685,Hash_SHA256(i),1009,0
1685,Hash_SHA256(i),100003,0
1685,Hash_SHA256(i),1000003,0
1686,Sequential,1009,0
1686,Sequential,100003,0
1686,Sequential,1000003,0
1686,Polynomial,1009,0
1686,Polynomial,100003,0
1686,Polynomial,1000003,0
1686,Exponential,1009,0
1686,Exponential,100003,0
1686,Exponential,1000003,0
1686,Hash_SHA256(i),1009,0
1686,Hash_SHA256(i),100003,0
1686,Hash_SHA256(i),1000003,0
1687,Sequential,1009,0
1687,Sequential,100003,0
1687,Sequential,1000003,0
1687,Polynomial,1009,0
1687,Polynomial,100003,0
1687,Polynomial,1000003,0
1687,Exponential,1009,0
1687,Exponential,100003,0
1687,Exponential,1000003,0
1687,Hash_SHA256(i),1009,0
1687,Hash_SHA256(i),100003,0
1687,Hash_SHA256(i),1000003,0
1688,Sequential,1009,0
1688,Sequential,100003,0
1688,Sequential,1000003,0
1688,Polynomial,1009,0
1688,Polynomial,100003,0
1688,Polynomial,1000003,0
1688,Exponential,1009,0
1688,Exponential,100003,0
1688,Exponential,1000003,0
1688,Hash_SHA256(i),1009,0
1688,Hash_SHA256(i),100003,0
1688,Hash_SHA256(i),1000003,0
1689,Sequential,1009,0
1689,Sequential,100003,0
1689,Sequential,1000003,0
1689,Polynomial,1009,0
1689,Polynomial,100003,0
1689,Polynomial,1000003,0
1689,Exponential,1009,0
1689,Exponential,100003,0
1689,Exponential,1000003,0
1689,Hash_SHA256(i),1009,0
1689,Hash_SHA256(i),100003,0
1689,Hash_SHA256(i),1000003,0
1690,Sequential,1009,0
1690,Sequential,100003,0
1690,Sequential,1000003,0
1690,Polynomial,1009,0
1690,Polynomial,100003,0
1690,Polynomial,1000003,0
1690,Exponential,1009,0
1690,Exponential,100003,0
1690,Exponential,1000003,0
1690,Hash_SHA256(i),1009,0
1690,Hash_SHA256(i),100003,0
1690,Hash_SHA256(i),1000003,0
1691,Sequential,1009,0
1691,Sequential,100003,0
1691,Sequential,1000003,0
1691,Polynomial,1009,0
1691,Polynomial,100003,0
1691,Polynomial,1000003,0
1691,Exponential,1009,0
1691,Exponential,100003,0
1691,Exponential,1000003,0
1691,Hash_SHA256(i),1009,0
1691,Hash_SHA256(i),100003,0
1691,Hash_SHA256(i),1000003,0
1692,Sequential,1009,0
1692,Sequential,100003,0
1692,Sequential,1000003,0
1692,Polynomial,1009,0
1692,Polynomial,100003,0
1692,Polynomial,1000003,0
1692,Exponential,1009,0
1692,Exponential,100003,0
1692,Exponential,1000003,0
1692,Hash_SHA256(i),1009,0
1692,Hash_SHA256(i),100003,0
1692,Hash_SHA256(i),1000003,0
1693,Sequential,1009,0
1693,Sequential,100003,0
1693,Sequential,1000003,0
1693,Polynomial,1009,0
1693,Polynomial,100003,0
1693,Polynomial,1000003,0
1693,Exponential,1009,0
1693,Exponential,100003,0
1693,Exponential,1000003,0
1693,Hash_SHA256(i),1009,0
1693,Hash_SHA256(i),100003,0
1693,Hash_SHA256(i),1000003,0
1694,Sequential,1009,0
1694,Sequential,100003,0
1694,Sequential,1000003,0
1694,Polynomial,1009,0
1694,Polynomial,100003,0
1694,Polynomial,1000003,0
1694,Exponential,1009,0
1694,Exponential,100003,0
1694,Exponential,1000003,0
1694,Hash_SHA256(i),1009,0
1694,Hash_SHA256(i),100003,0
1694,Hash_SHA256(i),1000003,0
1695,Sequential,1009,0
1695,Sequential,100003,0
1695,Sequential,1000003,0
1695,Polynomial,1009,0
1695,Polynomial,100003,0
1695,Polynomial,1000003,0
1695,Exponential,1009,0
1695,Exponential,100003,0
1695,Exponential,1000003,0
1695,Hash_SHA256(i),1009,0
1695,Hash_SHA256(i),100003,0
1695,Hash_SHA256(i),1000003,0
1696,Sequential,1009,0
1696,Sequential,100003,0
1696,Sequential,1000003,0
1696,Polynomial,1009,0
1696,Polynomial,100003,0
1696,Polynomial,1000003,0
1696,Exponential,1009,0
1696,Exponential,100003,0
1696,Exponential,1000003,0
1696,Hash_SHA256(i),1009,0
1696,Hash_SHA256(i),100003,0
1696,Hash_SHA256(i),1000003,0
1697,Sequential,1009,0
1697,Sequential,100003,0
1697,Sequential,1000003,0
1697,Polynomial,1009,0
1697,Polynomial,100003,0
1697,Polynomial,1000003,0
1697,Exponential,1009,0
1697,Exponential,100003,0
1697,Exponential,1000003,0
1697,Hash_SHA256(i),1009,0
1697,Hash_SHA256(i),100003,0
1697,Hash_SHA256(i),1000003,0
1698,Sequential,1009,0
1698,Sequential,100003,0
1698,Sequential,1000003,0
1698,Polynomial,1009,0
1698,Polynomial,100003,0
1698,Polynomial,1000003,0
1698,Exponential,1009,0
1698,Exponential,100003,0
1698,Exponential,1000003,0
1698,Hash_SHA256(i),1009,0
1698,Hash_SHA256(i),100003,0
1698,Hash_SHA256(i),1000003,0
1699,Sequential,1009,0
1699,Sequential,100003,0
1699,Sequential,1000003,0
1699,Polynomial,1009,0
1699,Polynomial,100003,0
1699,Polynomial,1000003,0
1699,Exponential,1009,0
1699,Exponential,100003,0
1699,Exponential,1000003,0
1699,Hash_SHA256(i),1009,0
1699,Hash_SHA256(i),100003,0
1699,Hash_SHA256(i),1000003,0
1700,Sequential,1009,0
1700,Sequential,100003,0
1700,Sequential,1000003,0
1700,Polynomial,1009,0
1700,Polynomial,100003,0
1700,Polynomial,1000003,0
1700,Exponential,1009,0
1700,Exponential,100003,0
1700,Exponential,1000003,0
1700,Hash_SHA256(i),1009,0
1700,Hash_SHA256(i),100003,0
1700,Hash_SHA256(i),1000003,0
1701,Sequential,1009,0
1701,Sequential,100003,0
1701,Sequential,1000003,0
1701,Polynomial,1009,0
1701,Polynomial,100003,0
1701,Polynomial,1000003,0
1701,Exponential,1009,0
1701,Exponential,100003,0
1701,Exponential,1000003,0
1701,Hash_SHA256(i),1009,0
1701,Hash_SHA256(i),100003,0
1701,Hash_SHA256(i),1000003,0
1702,Sequential,1009,0
1702,Sequential,100003,0
1702,Sequential,1000003,0
1702,Polynomial,1009,0
1702,Polynomial,100003,0
1702,Polynomial,1000003,0
1702,Exponential,1009,0
1702,Exponential,100003,0
1702,Exponential,1000003,0
1702,Hash_SHA256(i),1009,0
1702,Hash_SHA256(i),100003,0
1702,Hash_SHA256(i),1000003,0
1703,Sequential,1009,0
1703,Sequential,100003,0
1703,Sequential,1000003,0
1703,Polynomial,1009,0
1703,Polynomial,100003,0
1703,Polynomial,1000003,0
1703,Exponential,1009,0
1703,Exponential,100003,0
1703,Exponential,1000003,0
1703,Hash_SHA256(i),1009,0
1703,Hash_SHA256(i),100003,0
1703,Hash_SHA256(i),1000003,0
1704,Sequential,1009,0
1704,Sequential,100003,0
1704,Sequential,1000003,0
1704,Polynomial,1009,0
1704,Polynomial,100003,0
1704,Polynomial,1000003,0
1704,Exponential,1009,0
1704,Exponential,100003,0
1704,Exponential,1000003,0
1704,Hash_SHA256(i),1009,0
1704,Hash_SHA256(i),100003,0
1704,Hash_SHA256(i),1000003,0
1705,Sequential,1009,0
1705,Sequential,100003,0
1705,Sequential,1000003,0
1705,Polynomial,1009,0
1705,Polynomial,100003,0
1705,Polynomial,1000003,0
1705,Exponential,1009,0
1705,Exponential,100003,0
1705,Exponential,1000003,0
1705,Hash_SHA256(i),1009,0
1705,Hash_SHA256(i),100003,0
1705,Hash_SHA256(i),1000003,0
1706,Sequential,1009,0
1706,Sequential,100003,0
1706,Sequential,1000003,0
1706,Polynomial,1009,0
1706,Polynomial,100003,0
1706,Polynomial,1000003,0
1706,Exponential,1009,0
1706,Exponential,100003,0
1706,Exponential,1000003,0
1706,Hash_SHA256(i),1009,0
1706,Hash_SHA256(i),100003,0
1706,Hash_SHA256(i),1000003,0
1707,Sequential,1009,0
1707,Sequential,100003,0
1707,Sequential,1000003,0
1707,Polynomial,1009,0
1707,Polynomial,100003,0
1707,Polynomial,1000003,0
1707,Exponential,1009,0
1707,Exponential,100003,0
1707,Exponential,1000003,0
1707,Hash_SHA256(i),1009,0
1707,Hash_SHA256(i),100003,0
1707,Hash_SHA256(i),1000003,0
1708,Sequential,1009,0
1708,Sequential,100003,0
1708,Sequential,1000003,0
1708,Polynomial,1009,0
1708,Polynomial,100003,0
1708,Polynomial,1000003,0
1708,Exponential,1009,0
1708,Exponential,100003,0
1708,Exponential,1000003,0
1708,Hash_SHA256(i),1009,0
1708,Hash_SHA256(i),100003,0
1708,Hash_SHA256(i),1000003,0
1709,Sequential,1009,0
1709,Sequential,100003,0
1709,Sequential,1000003,0
1709,Polynomial,1009,0
1709,Polynomial,100003,0
1709,Polynomial,1000003,0
1709,Exponential,1009,0
1709,Exponential,100003,0
1709,Exponential,1000003,0
1709,Hash_SHA256(i),1009,0
1709,Hash_SHA256(i),100003,0
1709,Hash_SHA256(i),1000003,0
1710,Sequential,1009,0
1710,Sequential,100003,0
1710,Sequential,1000003,0
1710,Polynomial,1009,0
1710,Polynomial,100003,0
1710,Polynomial,1000003,0
1710,Exponential,1009,0
1710,Exponential,100003,0
1710,Exponential,1000003,0
1710,Hash_SHA256(i),1009,0
1710,Hash_SHA256(i),100003,0
1710,Hash_SHA256(i),1000003,0
1711,Sequential,1009,0
1711,Sequential,100003,0
1711,Sequential,1000003,0
1711,Polynomial,1009,0
1711,Polynomial,100003,0
1711,Polynomial,1000003,0
1711,Exponential,1009,0
1711,Exponential,100003,0
1711,Exponential,1000003,0
1711,Hash_SHA256(i),1009,0
1711,Hash_SHA256(i),100003,0
1711,Hash_SHA256(i),1000003,0
1712,Sequential,1009,0
1712,Sequential,100003,0
1712,Sequential,1000003,0
1712,Polynomial,1009,0
1712,Polynomial,100003,0
1712,Polynomial,1000003,0
1712,Exponential,1009,0
1712,Exponential,100003,0
1712,Exponential,1000003,0
1712,Hash_SHA256(i),1009,0
1712,Hash_SHA256(i),100003,0
1712,Hash_SHA256(i),1000003,0
1713,Sequential,1009,0
1713,Sequential,100003,0
1713,Sequential,1000003,0
1713,Polynomial,1009,0
1713,Polynomial,100003,0
1713,Polynomial,1000003,0
1713,Exponential,1009,0
1713,Exponential,100003,0
1713,Exponential,1000003,0
1713,Hash_SHA256(i),1009,0
1713,Hash_SHA256(i),100003,0
1713,Hash_SHA256(i),1000003,0
1714,Sequential,1009,0
1714,Sequential,100003,0
1714,Sequential,1000003,0
1714,Polynomial,1009,0
1714,Polynomial,100003,0
1714,Polynomial,1000003,0
1714,Exponential,1009,0
1714,Exponential,100003,0
1714,Exponential,1000003,0
1714,Hash_SHA256(i),1009,0
1714,Hash_SHA256(i),100003,0
1714,Hash_SHA256(i),1000003,0
1715,Sequential,1009,0
1715,Sequential,100003,0
1715,Sequential,1000003,0
1715,Polynomial,1009,0
1715,Polynomial,100003,0
1715,Polynomial,1000003,0
1715,Exponential,1009,0
1715,Exponential,100003,0
1715,Exponential,1000003,0
1715,Hash_SHA256(i),1009,0
1715,Hash_SHA256(i),100003,0
1715,Hash_SHA256(i),1000003,0
1716,Sequential,1009,0
1716,Sequential,100003,0
1716,Sequential,1000003,0
1716,Polynomial,1009,0
1716,Polynomial,100003,0
1716,Polynomial,1000003,0
1716,Exponential,1009,0
1716,Exponential,100003,0
1716,Exponential,1000003,0
1716,Hash_SHA256(i),1009,0
1716,Hash_SHA256(i),100003,0
1716,Hash_SHA256(i),1000003,0
1717,Sequential,1009,0
1717,Sequential,100003,0
1717,Sequential,1000003,0
1717,Polynomial,1009,0
1717,Polynomial,100003,0
1717,Polynomial,1000003,0
1717,Exponential,1009,0
1717,Exponential,100003,0
1717,Exponential,1000003,0
1717,Hash_SHA256(i),1009,0
1717,Hash_SHA256(i),100003,0
1717,Hash_SHA256(i),1000003,0
1718,Sequential,1009,0
1718,Sequential,100003,0
1718,Sequential,1000003,0
1718,Polynomial,1009,0
1718,Polynomial,100003,0
1718,Polynomial,1000003,0
1718,Exponential,1009,0
1718,Exponential,100003,0
1718,Exponential,1000003,0
1718,Hash_SHA256(i),1009,0
1718,Hash_SHA256(i),100003,0
1718,Hash_SHA256(i),1000003,0
1719,Sequential,1009,0
1719,Sequential,100003,0
1719,Sequential,1000003,0
1719,Polynomial,1009,0
1719,Polynomial,100003,0
1719,Polynomial,1000003,0
1719,Exponential,1009,0
1719,Exponential,100003,0
1719,Exponential,1000003,0
1719,Hash_SHA256(i),1009,0
1719,Hash_SHA256(i),100003,0
1719,Hash_SHA256(i),1000003,0
1720,Sequential,1009,0
1720,Sequential,100003,0
1720,Sequential,1000003,0
1720,Polynomial,1009,0
1720,Polynomial,100003,0
1720,Polynomial,1000003,0
1720,Exponential,1009,0
1720,Exponential,100003,0
1720,Exponential,1000003,0
1720,Hash_SHA256(i),1009,0
1720,Hash_SHA256(i),100003,0
1720,Hash_SHA256(i),1000003,0
1721,Sequential,1009,0
1721,Sequential,100003,0
1721,Sequential,1000003,0
1721,Polynomial,1009,0
1721,Polynomial,100003,0
1721,Polynomial,1000003,0
1721,Exponential,1009,0
1721,Exponential,100003,0
1721,Exponential,1000003,0
1721,Hash_SHA256(i),1009,0
1721,Hash_SHA256(i),100003,0
1721,Hash_SHA256(i),1000003,0
1722,Sequential,1009,0
1722,Sequential,100003,0
1722,Sequential,1000003,0
1722,Polynomial,1009,0
1722,Polynomial,100003,0
1722,Polynomial,1000003,0
1722,Exponential,1009,0
1722,Exponential,100003,0
1722,Exponential,1000003,0
1722,Hash_SHA256(i),1009,0
1722,Hash_SHA256(i),100003,0
1722,Hash_SHA256(i),1000003,0
1723,Sequential,1009,0
1723,Sequential,100003,0
1723,Sequential,1000003,0
1723,Polynomial,1009,0
1723,Polynomial,100003,0
1723,Polynomial,1000003,0
1723,Exponential,1009,0
1723,Exponential,100003,0
1723,Exponential,1000003,0
1723,Hash_SHA256(i),1009,0
1723,Hash_SHA256(i),100003,0
1723,Hash_SHA256(i),1000003,0
1724,Sequential,1009,0
1724,Sequential,100003,0
1724,Sequential,1000003,0
1724,Polynomial,1009,0
1724,Polynomial,100003,0
1724,Polynomial,1000003,0
1724,Exponential,1009,0
1724,Exponential,100003,0
1724,Exponential,1000003,0
1724,Hash_SHA256(i),1009,0
1724,Hash_SHA256(i),100003,0
1724,Hash_SHA256(i),1000003,0
1725,Sequential,1009,0
1725,Sequential,100003,0
1725,Sequential,1000003,0
1725,Polynomial,1009,0
1725,Polynomial,100003,0
1725,Polynomial,1000003,0
1725,Exponential,1009,0
1725,Exponential,100003,0
1725,Exponential,1000003,0
1725,Hash_SHA256(i),1009,0
1725,Hash_SHA256(i),100003,0
1725,Hash_SHA256(i),1000003,0
1726,Sequential,1009,0
1726,Sequential,100003,0
1726,Sequential,1000003,0
1726,Polynomial,1009,0
1726,Polynomial,100003,0
1726,Polynomial,1000003,0
1726,Exponential,1009,0
1726,Exponential,100003,0
1726,Exponential,1000003,0
1726,Hash_SHA256(i),1009,0
1726,Hash_SHA256(i),100003,0
1726,Hash_SHA256(i),1000003,0
1727,Sequential,1009,0
1727,Sequential,100003,0
1727,Sequential,1000003,0
1727,Polynomial,1009,0
1727,Polynomial,100003,0
1727,Polynomial,1000003,0
1727,Exponential,1009,0
1727,Exponential,100003,0
1727,Exponential,1000003,0
1727,Hash_SHA256(i),1009,0
1727,Hash_SHA256(i),100003,0
1727,Hash_SHA256(i),1000003,0
1728,Sequential,1009,0
1728,Sequential,100003,0
1728,Sequential,1000003,0
1728,Polynomial,1009,0
1728,Polynomial,100003,0
1728,Polynomial,1000003,0
1728,Exponential,1009,0
1728,Exponential,100003,0
1728,Exponential,1000003,0
1728,Hash_SHA256(i),1009,0
1728,Hash_SHA256(i),100003,0
1728,Hash_SHA256(i),1000003,0
1729,Sequential,1009,0
1729,Sequential,100003,0
1729,Sequential,1000003,0
1729,Polynomial,1009,0
1729,Polynomial,100003,0
1729,Polynomial,1000003,0
1729,Exponential,1009,0
1729,Exponential,100003,0
1729,Exponential,1000003,0
1729,Hash_SHA256(i),1009,0
1729,Hash_SHA256(i),100003,0
1729,Hash_SHA256(i),1000003,0
1730,Sequential,1009,0
1730,Sequential,100003,0
1730,Sequential,1000003,0
1730,Polynomial,1009,0
1730,Polynomial,100003,0
1730,Polynomial,1000003,0
1730,Exponential,1009,0
1730,Exponential,100003,0
1730,Exponential,1000003,0
1730,Hash_SHA256(i),1009,0
1730,Hash_SHA256(i),100003,0
1730,Hash_SHA256(i),1000003,0
1731,Sequential,1009,0
1731,Sequential,100003,0
1731,Sequential,1000003,0
1731,Polynomial,1009,0
1731,Polynomial,100003,0
1731,Polynomial,1000003,0
1731,Exponential,1009,0
1731,Exponential,100003,0
1731,Exponential,1000003,0
1731,Hash_SHA256(i),1009,0
1731,Hash_SHA256(i),100003,0
1731,Hash_SHA256(i),1000003,0
1732,Sequential,1009,0
1732,Sequential,100003,0
1732,Sequential,1000003,0
1732,Polynomial,1009,0
1732,Polynomial,100003,0
1732,Polynomial,1000003,0
1732,Exponential,1009,0
1732,Exponential,100003,0
1732,Exponential,1000003,0
1732,Hash_SHA256(i),1009,0
1732,Hash_SHA256(i),100003,0
1732,Hash_SHA256(i),1000003,0
1733,Sequential,1009,0
1733,Sequential,100003,0
1733,Sequential,1000003,0
1733,Polynomial,1009,0
1733,Polynomial,100003,0
1733,Polynomial,1000003,0
1733,Exponential,1009,0
1733,Exponential,100003,0
1733,Exponential,1000003,0
1733,Hash_SHA256(i),1009,0
1733,Hash_SHA256(i),100003,0
1733,Hash_SHA256(i),1000003,0
1734,Sequential,1009,0
1734,Sequential,100003,0
1734,Sequential,1000003,0
1734,Polynomial,1009,0
1734,Polynomial,100003,0
1734,Polynomial,1000003,0
1734,Exponential,1009,0
1734,Exponential,100003,0
1734,Exponential,1000003,0
1734,Hash_SHA256(i),1009,0
1734,Hash_SHA256(i),100003,0
1734,Hash_SHA256(i),1000003,0
1735,Sequential,1009,0
1735,Sequential,100003,0
1735,Sequential,1000003,0
1735,Polynomial,1009,0
1735,Polynomial,100003,0
1735,Polynomial,1000003,0
1735,Exponential,1009,0
1735,Exponential,100003,0
1735,Exponential,1000003,0
1735,Hash_SHA256(i),1009,0
1735,Hash_SHA256(i),100003,0
1735,Hash_SHA256(i),1000003,0
1736,Sequential,1009,0
1736,Sequential,100003,0
1736,Sequential,1000003,0
1736,Polynomial,1009,0
1736,Polynomial,100003,0
1736,Polynomial,1000003,0
1736,Exponential,1009,0
1736,Exponential,100003,0
1736,Exponential,1000003,0
1736,Hash_SHA256(i),1009,0
1736,Hash_SHA256(i),100003,0
1736,Hash_SHA256(i),1000003,0
1737,Sequential,1009,0
1737,Sequential,100003,0
1737,Sequential,1000003,0
1737,Polynomial,1009,0
1737,Polynomial,100003,0
1737,Polynomial,1000003,0
1737,Exponential,1009,0
1737,Exponential,100003,0
1737,Exponential,1000003,0
1737,Hash_SHA256(i),1009,0
1737,Hash_SHA256(i),100003,0
1737,Hash_SHA256(i),1000003,0
1738,Sequential,1009,0
1738,Sequential,100003,0
1738,Sequential,1000003,0
1738,Polynomial,1009,0
1738,Polynomial,100003,0
1738,Polynomial,1000003,0
1738,Exponential,1009,0
1738,Exponential,100003,0
1738,Exponential,1000003,0
1738,Hash_SHA256(i),1009,0
1738,Hash_SHA256(i),100003,0
1738,Hash_SHA256(i),1000003,0
1739,Sequential,1009,0
1739,Sequential,100003,0
1739,Sequential,1000003,0
1739,Polynomial,1009,0
1739,Polynomial,100003,0
1739,Polynomial,1000003,0
1739,Exponential,1009,0
1739,Exponential,100003,0
1739,Exponential,1000003,0
1739,Hash_SHA256(i),1009,0
1739,Hash_SHA256(i),100003,0
1739,Hash_SHA256(i),1000003,0
1740,Sequential,1009,0
1740,Sequential,100003,0
1740,Sequential,1000003,0
1740,Polynomial,1009,0
1740,Polynomial,100003,0
1740,Polynomial,1000003,0
1740,Exponential,1009,0
1740,Exponential,100003,0
1740,Exponential,1000003,0
1740,Hash_SHA256(i),1009,0
1740,Hash_SHA256(i),100003,0
1740,Hash_SHA256(i),1000003,0
1741,Sequential,1009,0
1741,Sequential,100003,0
1741,Sequential,1000003,0
1741,Polynomial,1009,0
1741,Polynomial,100003,0
1741,Polynomial,1000003,0
1741,Exponential,1009,0
1741,Exponential,100003,0
1741,Exponential,1000003,0
1741,Hash_SHA256(i),1009,0
1741,Hash_SHA256(i),100003,0
1741,Hash_SHA256(i),1000003,0
1742,Sequential,1009,0
1742,Sequential,100003,0
1742,Sequential,1000003,0
1742,Polynomial,1009,0
1742,Polynomial,100003,0
1742,Polynomial,1000003,0
1742,Exponential,1009,0
1742,Exponential,100003,0
1742,Exponential,1000003,0
1742,Hash_SHA256(i),1009,0
1742,Hash_SHA256(i),100003,0
1742,Hash_SHA256(i),1000003,0
1743,Sequential,1009,0
1743,Sequential,100003,0
1743,Sequential,1000003,0
1743,Polynomial,1009,0
1743,Polynomial,100003,0
1743,Polynomial,1000003,0
1743,Exponential,1009,0
1743,Exponential,100003,0
1743,Exponential,1000003,0
1743,Hash_SHA256(i),1009,0
1743,Hash_SHA256(i),100003,0
1743,Hash_SHA256(i),1000003,0
1744,Sequential,1009,0
1744,Sequential,100003,0
1744,Sequential,1000003,0
1744,Polynomial,1009,0
1744,Polynomial,100003,0
1744,Polynomial,1000003,0
1744,Exponential,1009,0
1744,Exponential,100003,0
1744,Exponential,1000003,0
1744,Hash_SHA256(i),1009,0
1744,Hash_SHA256(i),100003,0
1744,Hash_SHA256(i),1000003,0
1745,Sequential,1009,0
1745,Sequential,100003,0
1745,Sequential,1000003,0
